"nama","waktu","ulasan"
"Iqbalun","7 bulan lalu",""
"Misbahul Munir","7 bulan lalu",""
"Otto Abdoorrahman","7 bulan lalu","Good place to enjoy the variety of asian african most attractive buildings blended with beautiful valley sight"
"Mohammad Badagsar","7 bulan lalu",""
"ichsan romadhon","7 bulan lalu",""
"Matahari 17","7 bulan lalu","Apabila sedang berkunjung ke Bandung, Anda bisa mengunjungi The Great Asia Africa Lembang. Destinasi wisata satu ini menyajikan berbagai keindahan negara-negara Asia dan Afrika di sebuah taman miniatur. Di setiap miniatur negaranya, Anda akan menemukan spot foto instagrammable yang estetik, lumayan untuk dipajang di media sosial."
"Guruh Pradipto","7 bulan lalu","Overall bagus, namun pas di negara Korea Selatan tercium bau pesing di area kimchi. Area negara lainnya ok, cocok utk perkenalan dini ke anak2 usia 6-10 tahun mengenai berbagai macam negara. Saran saya tambahkan atraksi budaya masing2 negara"
"NASSER MOHMMAD ALZAYAD","7 bulan lalu",""
"gie gie","7 bulan lalu","Mau kelokasi penuh dengan perjuangan, jalan turunan berliku2 muter2 mana kaki lg sakit pula 😭😭
Ssmpai tujuan lokasi cukup menariklah
Mau naik nanti ada lift buat keatas …"
"awaluddin","7 bulan lalu",""
"Ega Ayu","7 bulan lalu","Tempat nya oke cuma kurang terawat , pelayanan gak banget ,kemaren hari Sabtu kesana .berhubung STNK motor hilang dm lah Instagram nya siapa tau ada jatuh di area sana ,katanya ada tapi pas ditanya coba tolong fotoin aja namanya yg tertera …"
"Dallas Pratama","7 bulan lalu",""
"Josephine novia","7 bulan lalu",""
"Galih Adika","7 bulan lalu","Salah satu destinasi liburan misal mau ke lembang wajib kesini. Karena banyak sekali spot buat foto-foto. …"
"Ferdi Wirakusuma","7 bulan lalu",""
"S Z","7 bulan lalu","lelah"
"Aan Handoyo","7 bulan lalu","Sebenernya cukup recomend buat refreshing, cuma aksesnya yg kurang memadai, karena harus jalan lumayan jauh dan pastinya bikin cape, kasian si kalo buat ibu² yang bawa anak kecil, walaupun ada lift gitu yg terbuat dr kayu, cuma ttp kurang, …"
"lanywati lanywati","7 bulan lalu",""
"Linda Ika","7 bulan lalu","Learning English with Speaking Partner is fun and easy."
"Nisma Jackson","7 bulan lalu",""
"Femmy Effendy","7 bulan lalu",""
"KARTIKA HANDOYO","7 bulan lalu","Suasana sangat mendukung pada saat liburan keluarga dan pemandangan wisata ini sangat unik karena sudah didesain dengan konsep pedesaan tradisional masing-masing negara."
"Syntia Dwi","7 bulan lalu",""
"Kusuma Wardhani","7 bulan lalu",""
"felysia susanti","7 bulan lalu","Agak mahal dg harga tiket segitu...dlm kurang terawat....saya dtg sore tetapi sblm jam 6 byk tenant yg tutup...menukaran tiket masuk ke counter  minuman kurang memuaskan...semua habis...tinggal apple tea rasanya sangat asem....kurang menghargai pengunjung sore - tutup"
"Ahmad Gusairi","7 bulan lalu","Mantap untuk uji undrenalin"
"papa tonx","7 bulan lalu","Seru, capek pegel"
"v민규v","7 bulan lalu","Asli luas banget naik turun, pulangnya capek nanjak wkwk ngos ngosan. Tiketnya bisa buat nuker sosis/minuman, kemaren nukernya di lantai 1 bagian orang jual makanan terus paling ujung."
"Mr. Andy","7 bulan lalu",""
"Arifah Shafyan","7 bulan lalu","tempat luas"
"uci saputra","7 bulan lalu",""
"bart copier","7 bulan lalu","Tidak disarankan jika Anda tidak menyukai kitsch dan gerombolan turis Asia."
"Budi Hardjanto","7 bulan lalu",""
"Firman Hasiholan","7 bulan lalu","Tempatnya bagus buat keluarga. Wisata yang menyenangkan. Ada lift nya buat naik ke atas lagi. Sejuk sekali disini"
"Rizal Rizal","7 bulan lalu",""
"hariyati muryanto","7 bulan lalu","Bagus"
"Mohammad Syafii","7 bulan lalu",""
"Akbar Putra","7 bulan lalu","cukup banyak spot foto..perlu penambahan fasilitas semacam lift..
bonus makanan dr tiket kurang mantap"
"kirk shared","7 bulan lalu",""
"Nuryani Mulyasari","7 bulan lalu",""
"Harie R","7 bulan lalu","Ada lift untuk naik dan turun"
"Fitri Yuniati","7 bulan lalu","Pengalaman luar biasa serasa ke luar negeri padahal masih di negeri sendiri"
"Febri Amrullah","7 bulan lalu",""
"CHANDRA","7 bulan lalu","BEST.
siapkan kondisi fisik stamina terbaik, krn banyak berjalan kaki."
"Bayu Nugraha Saputra","7 bulan lalu","Menyenangkan"
"Henry Hp","7 bulan lalu","Tempat wisata model tematik seperti ini sekarang cukup banyak. Untuk TGAA sendiri bangunannya serba nanggung dan penataannya agak berantakan. Beberapa area bisa tidak terakses karena terlalu banyak jalan dan persimpangan. Akibatnya area …"
"farida wija","7 bulan lalu","Keren"
"MASS ABY","7 bulan lalu",""
"Edwar Rewira","7 bulan lalu",""
"Aldion Amirrul","7 bulan lalu",""
"ONik SR","7 bulan lalu","Tempatnya sangat luas & bagus, tidak cocok untuk lansia karena jalananya naik turun"
"Euis Rosmiati","7 bulan lalu",""
"Purwanto Agung","7 bulan lalu","Tempat yang nyaman untuk healing dan melepas beban mental."
"Bang Bekok (Bek)","7 bulan lalu","Untuk spot foto banyakkkkkk banget. Pokonya bagusss untuk Refreshing bersama keluarga,pacar,gebetan, apapun itu 😅 …"
"Holiday Is Traveling","7 bulan lalu",""
"Nabil Aditia","7 bulan lalu",""
"JackCleoWear","7 bulan lalu","Tempat yg bagus untuk berliburan keluarga"
"Airiyani Zulkarnain","7 bulan lalu","Indah
Bersih"
"Feti Matussaroh","7 bulan lalu",""
"peter eka","7 bulan lalu",""
"Imkooming Cuplis","7 bulan lalu","Rekomendasi banget sih tempat ini. Bagi yang suka foto foto wajib kesini. Tempat luas banget. Gak bakalan cukup 1 hari untuk keliling tempat ini. Spot foto bener bener yang cakep banget. Harus siap fisik kalau mau kesini. Soalnya bener …"
"Eric Dave","7 bulan lalu","Tempat nya lumayan untuk berlibur... Area luas

Cuma pihak pengelola hanya memfokuskan kan untuk berjualan saja... Banyak area …"
"Slamet Gunawan","7 bulan lalu","Nice"
"سعود الحربي","7 bulan lalu",""
"Felicia","7 bulan lalu","Taman ini berisi bangunan-bangunan ikonik dari berbagai negara yang sejuk dan hijau."
"Gilang Akbar","7 bulan lalu",""
"Belia Tiffany Indah","7 bulan lalu","Kesini tgl 6 juli 2024 (sabtu)
Tiket per orang kalo gak salah 50k
Tapi kebetulan pas itu pesan tiket lewat agoda jadi lebih murah.."
"Momv g17","7 bulan lalu",""
"isnuryana","7 bulan lalu","Tempatnya bagus, hanya sayangnya harus turun ke area"
"مشعل ابو فهد","7 bulan lalu","Tempat yang indah dan beragam yang layak untuk dikunjungi"
"hari murti murti","7 bulan lalu","Tempat wisata yg asri dan sejuk. Selain berwisata kita juga bisa edukasi dengan anak2, cocok untuk keluarga berwisata dan melepas penat dari aktivitas biar pikiran bisa fresh dan siap menghadapi tantangan lagi."
"Andreas Wirawan","7 bulan lalu","Cocok sekali bagi yg suka foto-foto"
"Ang Rikwanto","7 bulan lalu",""
"Anas Saputra","7 bulan lalu","Mengelilingi dunia dalam satu hari ..."
"Endo Cung","7 bulan lalu","Foto dan foto lembang oke buat foto"
"Banyu Perwira aji","7 bulan lalu","ATV bagus tapi gak gigi"
"mohd fauzeen","7 bulan lalu","Tempat yang sangat indah dan menarik."
"Luthfi Baskoroadi","7 bulan lalu","Tersesat..."
"Mardiyan Syah","7 bulan lalu","Tempat yang baik untuk swa foto bersama keluarga dan teman-teman. Untuk mengelilingi tempat ini turun kebawah dan ketika kembali ke tempat keluar yang pasti harus jalan ke atas, ada lift tetapi bayar sekitar 10rb"
"atrisnop","7 bulan lalu","Not Indonesian object, but still good place for family with kids. my fave spot is Japan. Can rent Yukata for photo purpose 😃 .
Place is quite clean. We came here on early friday morning. Weather is not hot, …"
"pramudiyanto wadjidi","7 bulan lalu","It'a good though, but still need improvements"
"Nur Adlim","7 bulan lalu",""
"Hartati Cg","7 bulan lalu",""
"Ahmad Nurhakim","7 bulan lalu",""
"Muchammad Idris","7 bulan lalu",""
"2 or 3 Witnesses","7 bulan lalu","Keren"
"R Athariz","7 bulan lalu","Kurang begitu menarik,dan tidak ada hewannya lg"
"Lisna J. Pancar","7 bulan lalu","Sangat Indah Dan menyenangkan Suasana Ademmm."
"Grace Wisara","7 bulan lalu",""
"Sudarma Darma","7 bulan lalu",""
"Hendro Santoso","7 bulan lalu","Great Asia Afrika, tempat yang sangat instagramable di Lembang. Sampai saat ini masih menjadi tempat favourite nya wisatawan baik lokal maupun mancanegara
Ada beberapa spot foto yang menarik disini, jepang, Korea, Thailand, India , …"
"Ns Kiano","7 bulan lalu",""
"Indriyati Yati","7 bulan lalu",""
"Bubung Angkawijaya","7 bulan lalu",""
"Arian Rizal","7 bulan lalu","Sedang pembangunan jdi kurang maksimal berliburnya"
"fahru raji","7 bulan lalu",""
"Hanzel Atmaja","7 bulan lalu",""
"Terry Yii","7 bulan lalu","Great place show all the Asia signature tradition, really have fun in this place, building, music all prepared well."
"Raissa Puti","7 bulan lalu","bagus"
"Ahmad M. Sidik","7 bulan lalu","Akses ke Lokasi sangat Mudah berada di jalan Utama
Lokasi berada di sebrang Farmhouse Susu Lembang
Harga tiket cukup terjangkau, dengan sistem pembayaran yang vafiatif baik tunai …"
"Suroso Rashia","7 bulan lalu","Sejuk"
"Parabear","7 bulan lalu","Tempatnya adem. Enak. Tp kalau mau sampai ke bawah, harus cek kondisi tubuh masing-masing. Apakah kuat untuk naik turunnya. Makanan di dalam enak enak. Tiketnya bisa ditukarkan minuman. Kemarin beli tiket di agoda harganya 42rb-an buat hari minggu"
"robert vizh","7 bulan lalu","Ziip ..
Tapi
Harus
Turun ke bawah"
"abi wahid","7 bulan lalu","+ musholanya MasyaAllah luas & estetik
+ penataan tempatnya keren
- area parkir mobil full & diarahkan ke sebelahnya, alhasil tarifnya 2x …"
"Tri Sya Syarof - Syasya - Syarif","7 bulan lalu",""
"M Davit Kholili","7 bulan lalu",""
"MR Fhlf","7 bulan lalu","lumayan nyaman tempatnya, desain desain tempat nya juga bagus, wahana wahana nya juga cocok untuk segala kalangan. cuman kurang seneng liat sungai dan bau sungai nya aja. overall bagus dan recommended"
"Sam g.dragon","7 bulan lalu","Tempat ya bagus"
"Ika Dewi","7 bulan lalu","Sky Ride tidak terlalu tinggi jadi cocok untuk yang takut ketinggian"
"Hage","7 bulan lalu","Manteb.. naik turun jalanya.. bisa sekalian olah raga"
"Lucky Arw","7 bulan lalu","Family trip di hari"" weekdays menyenangkan, wisata tidak terlalu ramai, sehingga bisa berfoto dengan bebas... pelayanan mayoritas ramah terhadap pengunjung... sayang lift saat kami datang sedang bermasalah jadi untuk kursi roda (papa saya) tidak bisa turun ke bawah 🙏🏻 …"
"ginnabie","7 bulan lalu","Tiket weekend 50k.
Tempat nya luas, banyak spot foto dari berbagai negara dan bisa sewa pakaian khas masing masing negara. Ada gondola untuk akses naik atau turun✔️"
"AS SLY","7 bulan lalu","Kl saya liat krg nyaman bagi kaki2 yg mulai kelelahan, karena harus naik turun, kecuali bayar 10rb buat naik lift. Aneh juga KENAPA HARUS BAYAR 10rb 🥲. Dihotel saja bebas lhooo …"
"khlofah hakami","7 bulan lalu","Berjalan lelah
Hal terakhir yang harus dilakukan adalah jika jadwal Anda tiba, tidak ada yang bisa dilakukan"
"Cyy Andro","7 bulan lalu","just my opinion yah:
tempat nya standar, untuk variasi tempat jajan/cemilannya kureng. untuk variasi photo spotnya, lumayan bagus. semoga kedepannya di semua aspek bisa lebih diperhatikan."
"Emmy lusy","7 bulan lalu","Tempatnya segar,bagus,banyak spot fotonya. Lumayan luas,kalau capai pulangnya bisa naik lift dgn membayar 10K/orang"
"lena sutisna","7 bulan lalu","SNgat menyenangkan"
"Novel Liana","7 bulan lalu",""
"Fajeri jery","7 bulan lalu",""
"Supriyadi Yos Setiobudhi","7 bulan lalu",""
"Hassan Saleh","7 bulan lalu","Luar biasa, dan saya merekomendasikannya. Pemandangannya beragam, tersedia permainan untuk anak-anak, taman yang bersih dan indah, dan semua layanan tersedia"
"Dk jrz","7 bulan lalu",""
"Neti Nevirendi","7 bulan lalu",""
"Asep Awaludin","7 bulan lalu",""
"hanna narulita","7 bulan lalu",""
"Renaldi Julianto","7 bulan lalu","Menurut saya untuk tempat nya layak untuk dikunjungi biat kalian yang suka foto selfie.. karena banyak tema2 yang ditawarkan disini..Tiket masuk nya juga cukup murah hanya 50k saja per orang dan tiket tersebut bisa ditukarkan dengan minuman.. kalian juga disini bisa sewa kostum salah satu nya pakaian tradisional korea"
"Tjandra ria","7 bulan lalu",""
"David Irvandi","7 bulan lalu",""
"Eka Rahmawati","7 bulan lalu","Rekomend buat yg sekalian mau olah raga jalan.
Karena di sana lumayan cape buat jalan dari atas ke bawah mah masih okelah, pas dari bawah mau ke atas ngos ngosan, apalagi gondola sedang tidak beroperasi"
"MosHi Jr","8 bulan lalu",""
"faris maulana","8 bulan lalu","Tempat beragam yang menarik"
"Khaled Alyamani","8 bulan lalu",""
"Akhlis Aulia Rahman","8 bulan lalu","Bagus untuk mengenal negara² terutama di asia"
"aris munandar","8 bulan lalu",""
"Eka Indah","8 bulan lalu","Untuk Tiket masuk weekday 50k/org , bisa dituker minuman / sosis , tempatnya sih lumayan bagus hanya saja ada beberapa yg kurang terawat, untuk wahana atau lainnya,dikenakan biaya tambahan"
"albert medwin","8 bulan lalu","- lokasi cukup luas
- tapi dibawah dari ekspetasi
- beberapa lokasi tmpat makan dibawah sangat sepi dan sedang renov
- sempat miskom waktu naik gondola dri bawah ke atas."
"Cipta","8 bulan lalu","sangat menyenangkan...."
"Luthfi Agung","8 bulan lalu","Jelek cuma buat foto aja"
"Aletheia Hardiman","8 bulan lalu","A local tourist spot, great place to walk and feel the breeze of Lembang"
"Dennis Djohan","8 bulan lalu",""
"minerva kosasih","8 bulan lalu",""
"muji Ono","8 bulan lalu","Tiketing berbohong biasanya driver bus dpt fee 100rb tapi di info sudah diambil travel kan saya bawa tamu 37 seat tanpa travel ...kita bawa tamu kantor loh..apa uangnya diambil sendiri kami cuma dikasih kupon minum...kami serahkan lagi saja …"
"Maryono Yono","8 bulan lalu",""
"Hanza Family","8 bulan lalu",""
"Silvanto R U","8 bulan lalu","Buka sampai jam 7 malam, spot foto banyak dengan tema negara, makanan biasa saja, siapkan diri untuk jalan, ada gondola bayar Rp.10.000 per orang"
"Basuki","8 bulan lalu",""
"Ajeng","8 bulan lalu","Harus kuat jalan ya 💪🏻💪🏻 …"
"Suasana Asia","8 bulan lalu",""
"Chris Berry Sinambela","8 bulan lalu","Asyik buat liburan bersama keluarga."
"Suparman Dorman","8 bulan lalu",""
"Jessica Novita","8 bulan lalu","Tempat yg indah buat foto2 dan main kostum. Sayangnya pas aku kesana hujan, jadi licin jalannya. Jangan pake selop2 karet gitu ya, licin."
"Samrotul Janah","8 bulan lalu","Tempat nya indah nan asri, banyak pemandangan buatannya dengan berbagai macam aneka negara. Ada juga permainannya cuma ada sepeda yang di mainkan diatas doang sama ngasih makan ikan .menuju ke tempat lainnya itu lumayan jauh .pas pulang nya nanjak .pulang dri bandung kaki pada sakit semua alias rengkeng. Hehehe"
"Hezry Aznan","8 bulan lalu","Nice view, lot of attraction."
"MFA Channel","8 bulan lalu",""
"rahma ayu","8 bulan lalu","Tempat nya bagus banyak spot foto juga, tiket masuk 50 ribu sy dtg di hari biasa, perjalanan kurleb 4 jam dari sukatani cikarang"
"La Odi Nanda","8 bulan lalu","Meskipun lokasi berada agak jauh dibawah. pengelola menyediakan jalur landai  membuat pengunjung levih leluasa menikmati indahnya alam. …"
"yandy suherman","8 bulan lalu","Jalan menurun jauh tapi untung ada lift nya walapun berbayar"
"Rio Hermansyah","8 bulan lalu","Keren sihh ini"
"n n","8 bulan lalu","Not bad i kinda like it. Cheaper price at klook. Good to ootd and enjoy the weather. Not for elderly. they have gondola but you still need to climb some stairs"
"Lies Rohaenni","8 bulan lalu",""
"MUHAMAD FRISA","8 bulan lalu",""
"Dudi Reva","8 bulan lalu",""
"Daniel Susanto","8 bulan lalu","Menyenangkan mengajak keluarga ke tempat ini."
"ali widiansyah persib","8 bulan lalu",""
"Kumbank Tawon","8 bulan lalu","Bagus"
"laila dewiyanti","8 bulan lalu",""
"Aydiuu","8 bulan lalu","Jika liburan di Bandung hanya beberapa hari, The Great Asia Africa jadi destinasi wisata yang bagus untuk dikunjungi. Kami memilih rental mobil 12 jam dengan sopir menuju lembang karena letaknya yang tidak terlalu jauh dari kota Bandung. …"
"Doet Dee","8 bulan lalu","Kebetulan kesini pas weekend harga 50rb/org. Parkir 10rb (tapi ga disebrangin waktu keluar dari parkiran). Tiket masuk bisa ditukar free minum/sosis waktu kesini. …"
"Syauqi Asyhabira","8 bulan lalu",""
"Rio Hermansyah","8 bulan lalu","Bagus luas"
"u wahyu kurniawan","8 bulan lalu",""
"Denny Sulistyo","8 bulan lalu",""
"Luwi Dewi","8 bulan lalu","Menyenangkan"
"Michael Wijaya","8 bulan lalu",""
"Nabil Multazam murad","8 bulan lalu",""
"Eurasia Batavia","8 bulan lalu","This is all about Chinese, Japanese, Korean, Turkisg and Thai culture appeared in the Garden."
"Yudhi Pri","8 bulan lalu",""
"Zahra Aulia","8 bulan lalu","tempat ini sangat banguss"
"Johari Wahyudhi / Joe James Bon","8 bulan lalu","Hah...."
"RNW CHANEL","8 bulan lalu",""
"Syifa Nurfadilah","8 bulan lalu",""
"Hans Wilsen Cahyadinata","8 bulan lalu","A park with different areas representing different countries/nations across the world. I feel like this place is very worth it if you want to take a lot of pictures because it has many different sceneries. You can also pay more to do even …"
"فؤاد التركستاني","8 bulan lalu","Tempatnya sepi. Tiket masuk wisatanya 65 rupee per orang, seolah-olah di halaman dan ada model di sana, danau di tengah, dan jembatan 15 rupee."
"Edo Yasmita","8 bulan lalu","Bagys"
"harulin indri","8 bulan lalu",""
"Sal H","8 bulan lalu",""
"nico nisaa","8 bulan lalu",""
"Hezzel nut01","8 bulan lalu","So fun fresh air and best recreation place"
"Fouad Gari","8 bulan lalu",""
"Tri Listiyani","8 bulan lalu",""
"Alfred Y.","8 bulan lalu","Just stop for a coffee break!"
"ZrielG","8 bulan lalu","Overall seru banget karena belum pernah sepuas ini berwisata, tempatnya adem, bersih, dan indah, banyak banget tempat fotonya, apalagi kalo ke Jepang feelnya kerasa banget dan makanannya enak-enak. Kapan-kapan datang lagi ah"
"Christian Nicholas X-7","8 bulan lalu",""
"Muhammad Haidir","8 bulan lalu",""
"Susilawati","8 bulan lalu","Lumayan buat refreshing. Persiapkan tenaga buat jalan turun naik. Tapi jika tidak mau jalan kaki masih ada gondola. Harga tiket sekali naik 10 rb. Ada juga lift bisa sampai atas"
"ESTHER RUTH Tanamal","8 bulan lalu","Keren tempatnya 👍👍👍benar2 alam yg menakjubkan serasa keliling Dunia …"
"Wira Cahya Dimulya","8 bulan lalu",""
"Marta Marpaung","8 bulan lalu",""
"Rahmat Hidayat","8 bulan lalu",""
"Ravi Pabrian","8 bulan lalu","PARKIR MOTOR KEMAHALAN 10 RIBU PERMOTOR!!!
TIDAK DISEDIAKAN ATAP DI PARKIRAN, KALO HUJAN HELM KBASAHAN!
AMSYONG AH KALO KESINI"
"budi suseno","8 bulan lalu","Miniatur luar negri, serasa  keliling dunia."
"Evi Heryati","8 bulan lalu",""
"Innasya Yudita","8 bulan lalu","Asik juga ke sini lumayan sekalian jalan kaki biar tercapai 5000 langkah sehari hehe. Naiknya juga bisa pake lift yg per orang hanya bayar 10.000 aja."
"Rizky Yunestriasih","8 bulan lalu","Tempatnya bagus dan pelayanannya pun ramah. Banyak spot foto yang bagus juga. Sukses selalu"
"Dwi Sahidin","8 bulan lalu",""
"Sela Seli","8 bulan lalu",""
"Niluh Sonya","8 bulan lalu","Bayar 50rb bs refreshing lihat pohon-pohon menghijau + olahraga keliling2. Buat yg kelelahan bisa pakai gondola (lift). Banyak penjual makanan dan minuman, harga mulai dari 10rb. …"
"Dani Santika","8 bulan lalu",""
"Aas Ariska","8 bulan lalu",""
"christanti budhiwati","8 bulan lalu",""
"muchammad Zaim","8 bulan lalu",""
"Gina Yustina","8 bulan lalu","Tempatnya fery"" good indah banget"
"Malek AL malik","8 bulan lalu","Indah dan beragam, saya sarankan mengunjunginya untuk keluarga"
"Ann nana","8 bulan lalu",""
"Riyanti Pratidina","8 bulan lalu",""
"Nabila zalfina rahmah","8 bulan lalu",""
"Akbar Sarni","8 bulan lalu","Sebulan lalu study tour kesini, tempatnya sangat bagus untuk difoto😁👌 …"
"mochamad rizaldo","8 bulan lalu","Overall cukup bagus, hanya mungkin perlu perawatan ekstra dan inovasi yg memang dicari oleh kalangan milenial. Menu di resto dan stan jg lumayan, Bandung bgt, meskipun agak mahal. Sungai yg mengalir di tengahnya sejuk dan alami, hanya saja air tidak sebersih yg dibayangkan. Sukses utk Paris Van Java.."
"Wawan Sulistia","8 bulan lalu",""
"Fitri Afrianti","8 bulan lalu",""
"DwiNov Pipin","8 bulan lalu","menyenangkan"
"Junaidi Chandra","8 bulan lalu",""
"ilham manfaluti","8 bulan lalu","agak kotor"
"yudhi nugroho","8 bulan lalu","Tempat wisata di Lembang yg tidak baru tp msh tetap menarik dan menyenangkan,banyak spot foto berbagai negara,berada di lembah JD suasana cukup dingin"
